uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,quote_count,bookmark_count,indexed_at,created_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels
at://did:plc:r2qm5vzmsns46l4n6e6rjh2a/app.bsky.feed.post/3muzzwxf4yk23,bafyreicdntevnht7sli6ncosxvq3urk64rf4vfmltnhvbr4snwl7bg6na4,brucedc77.bsky.social,Bruce D. Cowherd   🇨🇦,"Canadians have had enough of playing scapegoat to U.S. administrations seeking to deflect blame.
We are reaching the limits of our politeness.
Maybe the Kennedy Center should book another run of ""Come From Away"". 
#cdnpoli #Canada 🇨🇦 #CanadaSky #TeamCanada #CanadaProud  
#ElbowsUpCanada 🍁",,,,0,1,5,0,0,2026-09-08T22:08:36Z,2026-09-08T22:08:34Z,NA,NA,NA,,,,,
at://did:plc:mxc7liuon6iq5gzapmmwkq22/app.bsky.feed.post/3muzzvtno6c24,bafyreiaff5b4lcufgwku2qtqnybrjezeaicaejalbzffpybynxkutggviq,youranoncentral.bsky.social,Anonymous,Canada and the EU are working toward a stronger and more extensive trade and security relationship to be announced at von der Leyen's European Parliament state of the union address on 16 September. Carney will address the European Parliament the next day. #cdnpoli,,,,4,30,128,4,0,2026-09-08T22:07:58Z,2026-09-08T22:07:57Z,NA,NA,at://did:plc:f4hmiztnfsksdncoxxxto3zw/app.bsky.feed.post/3muzznbqdws2m,,,,,
at://did:plc:egl4mfr2njrr2br4vhya7yrf/app.bsky.feed.post/3muzztoy2wk22,bafyreihftxupm42df3f3wmu7rg3zrmtsazbo7tfm5vunetm7xi34tbuutu,judy-bug.bsky.social,judy 🇨🇦,"Foreign interference in Alberta...

#Cdnpoli #abpoli #yeg #yyc #ymm #RedDeer #strathco #shpark #fortSask #StAlbert #Leduc #StonyPlain #SpruceGrove #Lethbridge #MedicineHat #Brooks #ColdLake #Camrose #Drumheller #Banff #Jasper #GrandePrairie #PeaceRiver #Airdrie #Alberta #UCP #Traitors #CanadaSky",,,,0,6,9,0,0,2026-09-08T22:06:46Z,2026-09-08T22:06:45Z,NA,NA,at://did:plc:q5zroikqfmpsiaab34af7xom/app.bsky.feed.post/3muzze6jdwk24,,,,,
at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzzt66skc2f,bafyreifp4ddkbhysovjjsaisvgj6kein5tp6oty7rfvu6ymewqfjjyq67a,leftcoasttreefrog.bsky.social,Left Coast Tree Frog 🕊️,"An additional 30 US troops have been wounded in the war with Iran.
This brings the total number of US troops wounded to 820, while 18 have been killed since the US war on Iran began on 28 February.  Or in Trump speak — more “small potatoes”
#cdnpoli
www.middleeasteye.net/live-blog/li...",,,,0,2,2,0,0,2026-09-08T22:06:28Z,2026-09-08T22:06:27Z,NA,NA,NA,,,,,
at://did:plc:ixt6yldqvtcamcarm6fpgqo5/app.bsky.feed.post/3muzzpqdefs2o,bafyreic4m4glybenbktumgox4v6zcchqiowccv3wt6d5s2dgb3vgnk6yca,shortstackfella.bsky.social,Short Stack Fella 🇨🇦🇺🇦,"Perhaps Canada should consider creating the equivalent of Sweden’s Psychological Defence Agency.

#cdnpoli

mpf.se/psychologica...",,,,0,0,1,0,0,2026-09-08T22:04:34Z,2026-09-08T22:04:32Z,at://did:plc:kqsdfw4cj532lp7bidtdzyyz/app.bsky.feed.post/3muztnqcju22h,at://did:plc:kqsdfw4cj532lp7bidtdzyyz/app.bsky.feed.post/3muztnqcju22h,NA,,,,,
at://did:plc:pxtzur3xjhh45lxa2p6s5qxd/app.bsky.feed.post/3muzzox2fos2h,bafyreihwth6ukckzqmawydkpteanxo5t2nhbnj2llaec4qod3tgcxnhzmy,rsteinkfut.bsky.social,Robyn,"Justice to them, this is a growing concern across the province and country #cdnpoli #abpoli",,,,0,1,0,0,0,2026-09-08T22:04:06Z,2026-09-08T22:04:06Z,at://did:plc:y3xrmnwvkvsq4tqcsgwch4na/app.bsky.feed.post/3muzvqprlpe2g,at://did:plc:y3xrmnwvkvsq4tqcsgwch4na/app.bsky.feed.post/3muzvqprlpe2g,NA,,,,,
at://did:plc:egl4mfr2njrr2br4vhya7yrf/app.bsky.feed.post/3muzzovoej222,bafyreiecficyswbij64sdmm5f43isvya4nrrzqlqheefd67ekar2rgsekq,judy-bug.bsky.social,judy 🇨🇦,"Pretty rich for the guy who helped Stephen Harper push the #fascist IDU #Conservative agenda in USA & UK.  

#cdnpoli #uspoli #ukpoli #IDU #ScheerLunacy #Brexit",,,,0,1,2,0,0,2026-09-08T22:04:05Z,2026-09-08T22:04:04Z,at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzxt2cpis2g,at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzxt2cpis2g,NA,,,,,
at://did:plc:untehckw7zfxotntwflrwz2v/app.bsky.feed.post/3muzzndxq4k25,bafyreidr5onwaeobrpegmdwv5tlv43hukhezdb62d6ut6ze4zgbcuiii2e,unpubmedia.bsky.social,Unpublished.ca,Here’s Where #Canada ’s Counter-Tariffs Will Hit Canadian Wallets The Hardest > unpublished.ca/news-feed-it... #cdnnews #cdnpoli,,,,2,0,1,0,0,2026-09-08T22:03:15Z,2026-09-08T22:03:12Z,NA,NA,NA,,,,,
at://did:plc:egl4mfr2njrr2br4vhya7yrf/app.bsky.feed.post/3muzzmfx6ss22,bafyreidaozmshhhr56ufushetg5z7lhgul53fkhh7jodfozl74vxvbyuzq,judy-bug.bsky.social,judy 🇨🇦,"Scheer also strategized with Republican Mike Roman & helped Harper push a global #IDU agenda.  Roman worked for #KochNetwork & was charged with US election crimes.

Scheer also helped push fascist #conservative agenda in UK = BREXIT.  

#Cdnpoli #UKpoli #IDUPlaybook #ScheerLunacy #CPC #CanadaSky",,,,0,0,1,0,0,2026-09-08T22:02:41Z,2026-09-08T22:02:41Z,at://did:plc:zmtifplkbjpoajjvzhgofwe6/app.bsky.feed.post/3muzxsw2qw22a,at://did:plc:zmtifplkbjpoajjvzhgofwe6/app.bsky.feed.post/3muzxsw2qw22a,NA,,,,,
at://did:plc:eaeuyrvdlqvjgznelgcdimct/app.bsky.feed.post/3muzzkfholk2r,bafyreidb3wtncuc45z55h5piwo5owrfz4qdojpyyxqkv34ptwblgyfvqoq,madhat59kenwood.bsky.social,Ken Wood part owner of 🇨🇦,@aaronwherry.bsky.social why isnt it ever discussed on #PnP & other shows how #JohnTurner warned 🇨🇦s #NAFTA would lead to what we are in today? Why should 🇨🇦 stay in #NAFTA? Why are these things not discussed. Why are MSM implying that we have to have NAFTA? #cdnpoli,,,,0,0,1,0,0,2026-09-08T22:01:33Z,2026-09-08T22:01:33Z,NA,NA,NA,,,,,
at://did:plc:abt5tpb7lqr7vopkrkwfswwq/app.bsky.feed.post/3muzzk6fsxl2i,bafyreicu25cbrkqfxf2g6s2sfbsvhefqo62a2nlqjfu65sob7j3afbawvu,canadareport.org,Canada Report,"Canada’s music rights defender sues AI song generator Suno

Canada’s fastest news scan: 25+ headlines, no clutter, updated all day: CanadaReport.org

#cdnpoli #Canada #News #Tech #AI 
Read Original Article 🔗",,,,0,0,1,0,0,2026-09-08T22:01:26Z,NA,NA,NA,NA,,,,,
at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3muzzi7wees2v,bafyreicp4ndo7xnmg3d6gecu7blzuyyddczngbqz7f5eezirg3qzpun32e,trendtags.bsky.social,Trending Tags (Beta),"🌟 BlueSky trending hashtags (1h):

#bb28 #aiイラスト #art #nsfw #scotus #cdnpoli #furry #photography #furryart #aiart #8weekstoabluewave #musicchallenge #hazbinhotel #septenmber #tummytuesday",,,,0,0,1,1,0,2026-09-08T22:00:20Z,2026-09-08T22:00:20Z,NA,NA,NA,,,,,
at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3muzzi7ckkm2j,bafyreihlpwss3bv6m322aj2pxaht54pjfzmqpywjcwgdcq6p7dupz5fciq,trendtags.bsky.social,Trending Tags (Beta),"🔥 BlueSky trending hashtags (30m):

#scotus #bb28 #art #nsfw #cdnpoli #aiイラスト #womensart #photography #lookandsee #aiart #furry #tummytuesday #furryart #musicchallenge #pixelart",,,,0,0,1,1,0,2026-09-08T22:00:20Z,2026-09-08T22:00:19Z,NA,NA,NA,,,,,
at://did:plc:2o32nk7gspblkwu7poi64ypd/app.bsky.feed.post/3muzzfgdy532u,bafyreibkoqiits2ktiyzdj23xpmjoszwfhzo2hwlxsi7zwjxrtg7iy7d5e,frontiercentre.bsky.social,Frontier Centre for Public Policy,"Ten years after Canada legalized medical assistance in dying, promised safeguards look increasingly shaky. Under current law, those with mental illness are scheduled to become eligible for #MAiD on March 17, 2027. The procedure has reached well beyond ethical bounds. We need to reassess. #cdnpoli",,,,0,1,0,0,0,2026-09-08T21:58:48Z,2026-09-08T21:58:46Z,NA,NA,NA,,,,,
at://did:plc:q5zroikqfmpsiaab34af7xom/app.bsky.feed.post/3muzze6jdwk24,bafyreibppz6djfmvgeghyh6vdzzu4q56l4nwdi5tyed4sicvkped7gytde,ryanjespersen.bsky.social,Ryan Jespersen,"A network of deceptive, AI-generated websites is promoting Alberta separatism, and the people behind it are trying to influence more than just human readers.

@supriya.bsky.social digs into @nationalobserver.com's troubling exposé.

👀 FULL: rtrj.info/090826Supriya

🎧 FULL: rtrj.info/090826 #cdnpoli",,,,0,31,32,2,6,2026-09-08T21:58:07Z,2026-09-08T21:58:04Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzz7yfca22g,bafyreieqcct3nfh6osrpzfwqbpyag35tydiey6pnnt7ftxbckhhzqra6qe,bella-andme.bsky.social,Sherry Lee,"Lisa Raitt makes a good point that the noise coming from the Trump camp over the last week, weekend & into today might be a lead up to the Republican convention - done for the base.  

Keeping that in mind, Scott Bessent’s recent comments were made on Breitbart News. 

#pnpcbc #cdnpoli",,,,1,0,0,0,0,2026-09-08T21:55:44Z,2026-09-08T21:55:44Z,NA,NA,NA,,,,,
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3muzz3vjnds2d,bafyreiav36kz4am37jxheziyllpkgjvi6trj74eh32bgphkysba354mc6m,journodale.bsky.social,Dale Smith,It looks like the Green Party leadership is now a Mike Morrice coronation. #cdnpoli,,,,0,2,6,0,0,2026-09-08T21:53:29Z,2026-09-08T21:53:27Z,NA,NA,NA,,,,,
at://did:plc:oya64aulumuj3apwfffocdyf/app.bsky.feed.post/3muzz376td22x,bafyreigwisc4kyvyxphf4h4fqus3deehyyterdkg6vlvqjt5olkz3rcpia,colleenmr.bsky.social,colleenmr🍁,Some trade tidying doesn't mean deeper relations but China's plans to ship through our Arctic seas sure does concern us and our military - let's not let media and the CPC high-jack the the narrative! #cdnpoli,,,,0,1,1,0,0,2026-09-08T21:53:05Z,2026-09-08T21:53:03Z,NA,NA,at://did:plc:cakwbuh7mddm7nnwp2dvbpmq/app.bsky.feed.post/3muzxg2dgvh2j,,,,,
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3muzyxz23pk2d,bafyreicp5k4yj4ukuysip23o5yb426jvtqsnh4xs45skzqyzfzmj5bstly,journodale.bsky.social,Dale Smith,PMO says that Carney met with Quebec business leaders today. #cdnpoli,,,,0,1,6,0,1,2026-09-08T21:51:18Z,2026-09-08T21:51:16Z,NA,NA,NA,,,,,
at://did:plc:g323nwoy6rzvxylyjmn243qu/app.bsky.feed.post/3muzyuulv7s2c,bafyreigmsju6uracsn3wcxgys2ydj7ngcb4s475gozdbkeeswxvqfqjj3e,electricbluesfan.bsky.social,RichardJR,"1/6 🇨🇦 CARNEY'S QUEBEC CLOUT UNSETTLES THE PQ 🇨🇦

Parti Québécois leader Paul St-Pierre Plamondon risks alienating voters by framing federal investments under PM Mark Carney as harmful interference.

Source: Chantal Hébert
L'actualité
#WorldPolitics #CdnPoli #QcPoli #PQ #Carney",,,,2,5,8,0,0,2026-09-08T21:49:31Z,2026-09-08T21:49:31Z,NA,NA,NA,,,,,
at://did:plc:uxj5ihyuzrgxmuvjeanl57ys/app.bsky.feed.post/3muzyo643p2m2,bafyreigqnzmc2gd2ws7t6njsyis7rq3lrxtlfildygo3fofqk2likougpe,chris.mstdn.chrisalemany.ca.ap.brid.gy,Chris Alemany🇺🇦🇨🇦🇪🇸,"“And I think that's something Canadians know now and we understand it better: We are dealing with people who don't believe we should exist,"" Rae said. “

What a horrible state of affairs. But let’s be clear, it is the US Administration only, that has brought this on. They clearly want to break […]",,,,0,4,2,0,0,2026-09-08T21:45:55Z,2026-09-08T21:45:09Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzylg4sqs2g,bafyreieualdpcbmdjlnw5b6axhlrwdfpe3ws26o5ncnw3mjbpkssnuoleq,bella-andme.bsky.social,Sherry Lee,"Andrew Scheer is insufferable. 
#cdnpoli",,,,1,1,6,0,0,2026-09-08T21:44:14Z,2026-09-08T21:44:14Z,at://did:plc:tkfg6eimgd36nkcagcayhmvv/app.bsky.feed.post/3muzxybok7s2g,at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzxt2cpis2g,NA,,,,,
at://did:plc:bqvcoxdpr4lp3qmq5cng2w4i/app.bsky.feed.post/3muzyk7qda22b,bafyreiccldh574dyxnda5atbsshgolwd65kbmlmekrgwepnlxthehzr4oq,ogcanada.bsky.social,Unapologetic Lee 🇨🇦,"Trump: “I was looking out from a building in midtown Manhattan directly at the World Trade Center when I saw a second plane, at a tremendous speed, go into the second tower.” thelinkpaper.ca/where-was-do... #cdnpoli #uspol",,,,0,0,0,3,0,2026-09-08T21:43:35Z,2026-09-08T21:43:33Z,NA,NA,NA,,,,,
at://did:plc:6kvdaqlmwqa2jguajjdblmnv/app.bsky.feed.post/3muzyjgmsdk24,bafyreiamsoipgkclskukhgkqq7hnsgikr5nzqdpvlpkeyfgnacijgphkhq,blc1234.bsky.social,BLC_71+ Part Owner of Canada,"Scheer is a Poilievre MapleMAGA blowhard. I really don't know why he is interviewed, he has nothing relevant to add to the conservation.

#NeverPoilievre 
#NeverCPC 
#NeverScheer
#cdnpoli",,,,0,3,6,0,0,2026-09-08T21:43:06Z,2026-09-08T21:43:07Z,NA,NA,at://did:plc:zmtifplkbjpoajjvzhgofwe6/app.bsky.feed.post/3muzxsw2qw22a,,,,,
at://did:plc:e2pdzlrs3z23vjmizjuvk4vv/app.bsky.feed.post/3muzybt2q6k24,bafyreifkqergil6jsu5blfu4uu35tlrz5m7mxt5b6wqchogkx4uqrn2hce,josemachismo.bsky.social,José Machismo 🇨🇦🇪🇸🤘,"I can get behind this. At least European politicians seem to care about the planet being on fire.  Maybe that’ll rub off on ours….

#canpoli #cdnpoli",,,,0,0,0,0,0,2026-09-08T21:38:52Z,2026-09-08T21:38:52Z,NA,NA,at://did:plc:movn6xzezospl7lnkhy7nzpt/app.bsky.feed.post/3muzqr645uc24,,,,,
at://did:plc:e4ksd45nrer7meqyobckwfhj/app.bsky.feed.post/3muzybdjts22k,bafyreihxpgkms6w6r255hymrrry66eakezuovyrkdbrth3ygyxkq55smvq,icyvr.bsky.social,Ian Crook,"An excellent speech that demonstrates the thoughtful, deliberate approach of the Canadian government, compared to the unfocussed American approach to trade. #Cdnpoli #USpoli",,,,0,8,15,1,0,2026-09-08T21:39:32Z,2026-09-08T21:38:35Z,NA,NA,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3muzx244a4s2k,,,,,
at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzy6cruis2d,bafyreihkmlia66v5wzaonz4mlwhmajgc347fm7t3hr7e7ojjerbf6nmc34,leftcoasttreefrog.bsky.social,Left Coast Tree Frog 🕊️,"William Azaroff exits Vancouver mayoral race, leaving Pete Fry as lone progressive.
#bcpoli #vanpoli #cdnpoli

www.winnipegfreepress.com/uncategorize...",,,,1,2,2,0,0,2026-09-08T21:36:55Z,2026-09-08T21:36:54Z,NA,NA,NA,,,,,
at://did:plc:jeibpuiku4aeybewdxqab4w3/app.bsky.feed.post/3muzy4msm222c,bafyreicdedtv5pezljppcn47i2lrqr44fbdjz3oje2iwonzszexm7wv524,westernhemlox.bsky.social,Western Hemlox,"#cdnpoli

www.youtube.com/watch?v=hHuO...",,,,0,0,0,0,0,2026-09-08T21:35:59Z,2026-09-08T21:35:57Z,NA,NA,NA,,,,,
at://did:plc:a2kjkdp4rs6sbx56dmk2hern/app.bsky.feed.post/3muzy3gwe2c24,bafyreidija23g7bmd22ghbojhcce7iedrxoviwadxvpbwiafhlxqptx65y,rzaichkowski.bsky.social,Robert Zaichkowski,"Between threatening to ban sales of Bombardier aircraft and ban Canadian products from US contracts, Donald Trump keeps on shooting himself in the foot! Americans need to #VoteBlue for this November's midterms and end his hostile actions! #shame #cdnpoli #ElbowsUp www.thestar.com/politics/fed...",,,,0,1,2,0,0,2026-09-08T21:36:12Z,2026-09-08T21:35:17Z,NA,NA,NA,,,,,
at://did:plc:abt5tpb7lqr7vopkrkwfswwq/app.bsky.feed.post/3muzxucz6422i,bafyreiezb53l3ljpmkgnt72a5tftqi7ojhzy2wcdwagmzec3wf7ucxccfq,canadareport.org,Canada Report,"Celestica to Host 2026 Investor and Analyst Day on October 27, 2026

Canada’s fastest news scan: 25+ headlines, no clutter, updated all day: CanadaReport.org

#cdnpoli #Canada #News #Business #Economy 
Read Original Article 🔗",,,,0,0,0,0,0,2026-09-08T21:31:19Z,NA,NA,NA,NA,,,,,
at://did:plc:4e7vswp5qrqppoxknd2lkfjk/app.bsky.feed.post/3muzxtm4a4c2a,bafyreiehbjl7iequsaxq32uxph3pnvsqhx3iahrpyeayk67vfwxbaxkljm,cdnelxnstracker.bsky.social,Canadian Elections Tracker,"Jeff Monds will be the BC Libertarian candidate in the Abbotsford-Mission provincial by-election. He has ran several times before provincially and federally. Most recently, he ran in the North Vancouver—Capilano federal by-election.

#cdnpoli #bcpoli",,,,0,0,0,0,0,2026-09-08T21:30:55Z,2026-09-08T21:30:54Z,NA,NA,NA,,,,,
at://did:plc:uaqjbhoi6fwcs3ftjbfqonpn/app.bsky.feed.post/3muzxtam3tk22,bafyreichzt6apuhk7mtuqmeslwd52fdlvxn3uohqwbvjo477xewq6u6hk4,nastycanada.org,Nasty Canada,Ottawa has put $405M toward the Mackenzie Valley Highway. Arctic sovereignty needs more than a road: year-round capacity and Inuit authority over decisions that reshape their homeland. www.nastycanada.org/canadian-wat... #cdnpoli,,,,0,1,1,0,0,2026-09-08T21:30:44Z,2026-09-08T21:30:42Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzxt2cpis2g,bafyreic7bkzzvzhcspdsy7nnr32nheyrt3o3i7hc3i4ewn4qvpmte5vf5u,bella-andme.bsky.social,Sherry Lee,"Andrew Scheer & his use of deliberate language.
Twice saying Mark Carney “needs to come clean” insinuating he’s a liar. 
Glad there was pushback on the insistence of showing Canadians what was discussed in negotiations when that would break an NDA.
Give me strength with that man.  
#pnpcbc #cdnpoli",,,,3,2,6,0,0,2026-09-08T21:30:38Z,2026-09-08T21:30:36Z,NA,NA,NA,,,,,
at://did:plc:zmtifplkbjpoajjvzhgofwe6/app.bsky.feed.post/3muzxsw2qw22a,bafyreihyoiax66ob7g4doz5wanaexp4ary7vs4tyh57srjktfrjmgxqsaa,kathleenwester.bsky.social,"Kathleen Westergaard 🇨🇦 MSW, RSW","🇨🇦 #AndrewScheer is a #US citizen 🇺🇸.  Please consider this when he speaks.
#PnP
#PowerandPolitics
#CBC
#cdnpoli
🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦",,,,1,1,7,1,0,2026-09-08T21:30:31Z,2026-09-08T21:30:31Z,NA,NA,NA,,,,,
at://did:plc:2czjy2dwev4cs4gvzkc4tiu7/app.bsky.feed.post/3muzxstmg3c2p,bafyreicjsidq23lkqhfqwlcfgxtq3ejrey72qp3xmckhjqy6nt7fawur2q,antifa2056.bsky.social,antifa2056.bsky.social,"Fuck you trump!
#cdnpoli #CanadaPolitics #BCPolitics #DavidEby
www.cbc.ca/news/canada/...",,,,0,1,1,0,0,2026-09-08T21:30:29Z,2026-09-08T21:30:29Z,NA,NA,NA,,,,,
at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3muzxsk4xlg2s,bafyreig4mku3fct3qvlbqdcpv4tevmdkyceutkzfnud4kcb4434e474aly,trendtags.bsky.social,Trending Tags (Beta),"🔥 BlueSky trending hashtags (30m):

#bb28 #cdnpoli #art #aiイラスト #8weekstoabluewave #nsfw #furry #furryart #photography #musicchallenge #russia #aiart #fanart #gamedev #ocart",,,,0,0,4,1,0,2026-09-08T21:30:19Z,2026-09-08T21:30:19Z,NA,NA,NA,,,,,
at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3muzxsjkg5h25,bafyreif4kenpyuvea5qhi6nwbtccziomdmq5s4yeragerlcnumfuelfpde,trendtags.bsky.social,Trending Tags (Beta),"🚀 BlueSky trending hashtags (15m):

#bb28 #art #cdnpoli #traitorsirl #8weekstoabluewave #nsfw #photography #furryart #russia #furry #aiイラスト #artsky #ocart #gamedev #musicchallenge",,,,0,0,3,1,0,2026-09-08T21:30:19Z,2026-09-08T21:30:18Z,NA,NA,NA,,,,,
at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzxjzvfmc2d,bafyreigcbk44nxkvsz3rbbafa2e4iikgcb5adsk5pjpwpzwzfpyfdcryre,leftcoasttreefrog.bsky.social,Left Coast Tree Frog 🕊️,"Ex-60 Minutes managing editor says fired staffers ‘refused to be accomplices’ in show’s ‘destruction’.
Guy Campanile addresses ouster in Facebook post and says ‘we were told to leave because we insisted on doing our jobs’
#cdnpoli
www.theguardian.com/media/2026/s...",,,,0,1,2,0,0,2026-09-08T21:25:35Z,2026-09-08T21:25:33Z,NA,NA,NA,,,,,
at://did:plc:uaqjbhoi6fwcs3ftjbfqonpn/app.bsky.feed.post/3muzxju33p222,bafyreiau7h3c6ihufo7awhkjzs62iuhf2jvurxafg43zkol4gs7vtdgm34,nastycanada.org,Nasty Canada,"Counter-tariffs took effect today. The real question is whether Ottawa turns pressure into permanent capacity: European customers, export-ready firms, Atlantic infrastructure and Canadian suppliers in new industrial chains. A second door, not a substitute
www.nastycanada.org/europe-is-th...
#cdnpoli",,,,0,0,0,0,0,2026-09-08T21:25:29Z,2026-09-08T21:25:27Z,NA,NA,NA,,,,,
at://did:plc:ampls4hp7ogzrwn3hxenbkqj/app.bsky.feed.post/3muzxijxhoc2o,bafyreia5g6od6suxsxegckjbtqw4gij7a2wayftjepubsa2xu6b6cvarjq,cfax1070.bsky.social,CFAX 1070,"""Appallingly ignorant:"" Trump's trade policies, jabs at Canada, leave relations at new low #cdnpoli #yyj 
youtu.be/80QD0UuS6no",,,,0,1,1,0,0,2026-09-08T21:24:44Z,2026-09-08T21:24:43Z,NA,NA,NA,,,,,
at://did:plc:4e7vswp5qrqppoxknd2lkfjk/app.bsky.feed.post/3muzxgdmcks2f,bafyreigkczt4mjmiudco2auokomag4bs45hobz72o4cejcvyzwuumuferm,cdnelxnstracker.bsky.social,Canadian Elections Tracker,"Stephen Fowler will be the BC Green candidate in Abbotsford-Mission. He works as a teacher, and was the Green Party of Canada candidate in Abbotsford in 2021, 2019, and 2015. 

#cdnpoli #bcpoli",,,,0,0,0,0,0,2026-09-08T21:23:29Z,2026-09-08T21:23:29Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3muzxdaix622g,bafyreih4thadhepztsenspxz7dxclgy32ikd7nw67f4gf3n7sxqd3pjyrm,bella-andme.bsky.social,Sherry Lee,"Kirsten Hillman, former Canadian Ambassador to the U.S. on “Power & Politics” talking about Canada/U.S. trade - calm & measured. Interesting to hear her say she signed an NDA about proposals - as have all parties involved in negotiations - in both countries.

#pnpcbc #cdnpoli
#tradewar",,,,2,2,4,0,0,2026-09-08T21:21:46Z,2026-09-08T21:21:45Z,NA,NA,NA,,,,,
at://did:plc:4fjmxufbitdnuprsp4av2fjg/app.bsky.feed.post/3muzxcrssak2u,bafyreiaakrsed2oz4riapccss7wtmlsd77qgm77js5ithelgteome5rcvy,jstewgie.bsky.social,Jen Stewart,Could someone please tell me what’s in this? I hate video #cdnpoli,,,,2,0,2,0,1,2026-09-08T21:21:30Z,2026-09-08T21:21:30Z,NA,NA,at://did:plc:xpgujbkkrjevueb53vpgnetz/app.bsky.feed.post/3muzay23zgk2s,,,,,
at://did:plc:jdojillirolcpqfhc75kfupn/app.bsky.feed.post/3muzxbqlwjk2y,bafyreifoh73aroqrmsnrq3qapdrocr6mxbiathkkkqebqdqtk6cygc6g5a,taylornoakes.com,Taylor Noakes,"Because when it comes to uniting #Canada against the United States, Carney chooses to whitewash the historical record of the first prime minister—to make him more like George Washington 

#cdnpoli",,,,2,2,9,0,0,2026-09-08T21:20:56Z,2026-09-08T21:20:55Z,NA,NA,at://did:plc:4yb2pjejfziah3eork7stm6j/app.bsky.feed.post/3muzikg7yw222,,,,,
at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzxalescs2j,bafyreiatczgbi2b4jzc4j2izyjkccerjyjnmsr7ipgnbkxxf7awqqcvwee,leftcoasttreefrog.bsky.social,Left Coast Tree Frog 🕊️,"New Zealand Trade Minister Todd McClay is working to deepen its trade relationship with Canada.
McClay said he had been discussing trade with Dominic LeBlanc, with a particular focus on how the two countries can make more of the opportunities already available under the CPTPP.
#cdnpoli",,,,0,0,0,0,0,2026-09-08T21:20:17Z,2026-09-08T21:20:16Z,at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzwz3teek2j,at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3muzwz3teek2j,NA,,,,,
at://did:plc:uxj5ihyuzrgxmuvjeanl57ys/app.bsky.feed.post/3muzx4dwxqsm2,bafyreick5b63um6gp2llzy5kw67qsnm7ropkgwoxvt2fkksedeumq4hih4,chris.mstdn.chrisalemany.ca.ap.brid.gy,Chris Alemany🇺🇦🇨🇦🇪🇸,"We are in the weirdest timeline... where provincial governments are competing for the most effective and welcoming but also defiant sign.

BC currently going for the “Kill-Them-With-Sentences” approach. 🤪

#BCPoli #CanPoli #CdnPoli #USA #TradeWar #TheAmericanFascist […]",,,,0,1,1,0,0,2026-09-08T21:17:57Z,2026-09-08T21:17:21Z,NA,NA,NA,,,,,
at://did:plc:istu2catmtwuynu7jlh6buzl/app.bsky.feed.post/3muzx2bkyvk23,bafyreifkab4lb3zjkopksupsdyoundfucsu5l6rdjpvpamw6kkhkeo6cxu,elcanaco.bsky.social,elcanaco.bsky.social,"A reminder that Oil & Gas and Mining are NOT important industries in Canada. Not even in the Top 10 employment sectors.

Despite what some politicians would like us to believe.

#cdnpoli",,,,1,3,7,0,1,2026-09-08T21:16:46Z,2026-09-08T21:16:45Z,NA,NA,NA,,,,,
at://did:plc:bqvcoxdpr4lp3qmq5cng2w4i/app.bsky.feed.post/3muzwzz5ppk2b,bafyreibh7itylji25nesixpjggtpl6stqnwjhyjvhw6gytdryedwmujf4a,ogcanada.bsky.social,Unapologetic Lee 🇨🇦,"Released details of the Canada / EU alliance. #fuckya #cdnpoli #uspol

Formal announcement September 16.",,,,3,16,35,1,1,2026-09-08T21:16:39Z,2026-09-08T21:16:36Z,NA,NA,NA,,,,,
